,xcoord,ycoord
s_008um_00484_00625-1,2981.4958710799474,14465.07951514076
s_008um_00209_00331-1,11443.961921045822,6306.693159695319
s_008um_00675_00271-1,13399.601285445993,19883.748987301922
s_008um_00477_00460-1,7794.958022624728,14187.722369541512
s_008um_00571_00304-1,12390.632341280469,16862.590543400216
s_008um_00668_00198-1,15528.061443362216,19647.31165332245
s_008um_00159_00464-1,7538.713614257018,4906.407970438034
s_008um_00435_00202-1,15309.611467347866,12847.339669750967
s_008um_00618_00466-1,7681.6308612851435,18305.88792920263
s_008um_00362_00503-1,6489.185629309062,10849.945152007725
s_008um_00184_00180-1,15842.58840227483,5509.2362832376075
s_008um_00054_00373-1,10149.726232239213,1799.9624457186178
s_008um_00605_00104-1,18245.56411647917,17766.858729370855
s_008um_00386_00104-1,18150.203186505434,11373.268954530913
s_008um_00335_00524-1,5864.2764371613375,10071.132576485108
s_008um_00619_00467-1,7652.877135241657,18335.515267511753
s_008um_00720_00446-1,8310.192729531647,21274.064843501536
s_008um_00533_00441-1,8374.190083738884,15813.90165132001
s_008um_00050_00337-1,11199.194009203802,1666.9927806053593
s_008um_00350_00324-1,11710.033889641645,10420.04819122441
s_008um_00333_00452-1,7965.370321345408,9980.71379476837
s_008um_00782_00488-1,7111.353383585184,23101.91709762366
s_008um_00635_00629-1,2931.172762228142,18873.829777616236
s_008um_00671_00163-1,16551.387255262627,19719.4843306787
s_008um_00011_00205-1,15036.980918330592,468.82759857870417
s_008um_00226_00174-1,16036.134096548038,6732.890452486902
s_008um_00694_00108-1,18167.504256692813,20366.683079099726
s_008um_00340_00360-1,10654.516570468708,10144.127650431466
s_008um_00436_00314-1,12039.629880776713,12926.20413421827
s_008um_00474_00620-1,3123.0403797223166,14170.998028676298
s_008um_00725_00410-1,9363.31454923411,21404.18769802512
s_008um_00178_00160-1,16424.072484577544,5325.093431889776
s_008um_00398_00346-1,11088.668172414662,11831.092857507245
s_008um_00497_00518-1,6110.55647997593,14797.167513776469
s_008um_00418_00659-1,1960.0461792597896,12553.801208416566
s_008um_00406_00216-1,14888.132008888046,12006.920612605743
s_008um_00685_00544-1,5434.151430987664,20295.646735710296
s_008um_00585_00130-1,17477.573656960638,17194.477367618274
s_008um_00600_00202-1,15381.597050590372,17664.11583989951
s_008um_00376_00114-1,17853.79644581539,11085.748724644545
s_008um_00439_00485-1,7048.4541383271335,13089.598050081911
s_008um_00187_00418-1,8894.045184694522,5703.2862785926245
s_008um_00348_00634-1,2658.956779975489,10499.527924524347
s_008um_00490_00562-1,4823.073937199415,14612.32161471288
s_008um_00565_00296-1,12621.591673648101,16683.917863908315
s_008um_00724_00523-1,6064.254583482883,21424.606364870942
s_008um_00744_00416-1,9196.479943012759,21961.34553567697
s_008um_00185_00304-1,12221.87643357754,5593.905418772332
s_008um_00423_00330-1,11566.772226907584,12553.80114882193
s_008um_00614_00263-1,13606.541066109137,18099.67680338443
s_008um_00136_00488-1,6827.91831240039,4245.67214702418
s_008um_00482_00308-1,12234.93257932107,14266.374994790203
s_008um_00096_00519-1,5905.300113111052,3091.7664734056207
s_008um_00394_00218-1,14824.491339337948,11657.475572406485
s_008um_00033_00258-1,13498.747337003397,1135.0889824707658
s_008um_00324_00245-1,14005.487324021668,9625.836665811683
s_008um_00028_00247-1,13817.805147096393,984.1401377486434
s_008um_00326_00309-1,12137.52683877165,9712.717774536213
s_008um_00741_00458-1,7969.097791942177,21892.21621435488
s_008um_00302_00599-1,3660.3793339715667,9141.229114815991
s_008um_00070_00480-1,7032.525845947172,2315.1756196952133
s_008um_00171_00517-1,5996.622238231641,5280.459860952861
s_008um_00375_00225-1,14611.786243875675,11105.887564128163
s_008um_00757_00402-1,9610.873989553169,22334.613996644537
s_008um_00220_00178-1,15916.699368834146,6559.488490363733
s_008um_00611_00271-1,13371.643702564712,18015.633293787043
s_008um_00214_00395-1,9577.420953003919,6481.271014725154
s_008um_00605_00399-1,9631.887970570091,17896.923881030114
s_008um_00642_00254-1,13881.556027389373,18913.025315494146
s_008um_00157_00348-1,10924.811747446967,4796.085596132082
s_008um_00238_00329-1,11515.047754300784,7152.4784228180815
s_008um_00430_00483-1,7102.8922129273515,12826.00369272948
s_008um_00640_00290-1,12829.555449232777,18870.498818435295
s_008um_00386_00487-1,6966.813569156548,11543.410994402637
s_008um_00768_00444-1,8389.615177248044,22674.060639265743
s_008um_00642_00609-1,3518.0005551633003,19069.31382486186
s_008um_00254_00370-1,10324.890046721084,7637.900945699919
s_008um_00103_00191-1,15485.999824959345,3149.0091723578644
s_008um_00103_00153-1,16595.814223247566,3131.961178388348
s_008um_00266_00644-1,2330.972156266314,8110.433187970412
s_008um_00592_00613-1,3379.2605311553693,17611.8481390915
s_008um_00265_00471-1,7380.839736247273,8004.090408020556
s_008um_00658_00523-1,6035.281009002626,19498.42284964706
s_008um_00263_00358-1,10679.211299462655,7895.299143975317
s_008um_00478_00526-1,5868.681187696054,14246.13214513776
s_008um_00130_00559-1,4752.459776753095,4102.313974392268
s_008um_00561_00125-1,17613.133509745643,16491.644282733345
s_008um_00425_00322-1,11801.232534234521,12608.636709629873
s_008um_00179_00218-1,14730.649197252978,5380.245217598288
s_008um_00590_00515-1,6238.955460219312,17510.261612696326
s_008um_00188_00196-1,15377.062324948707,5633.188528971777
s_008um_00542_00240-1,14246.67973018611,15987.792248478087
s_008um_00437_00179-1,15982.134727470018,12895.527173845094
s_008um_00674_00442-1,8406.799414646524,19929.764902633768
s_008um_00700_00606-1,3631.0672116268106,20760.64678963114
s_008um_00666_00191-1,15731.589802826842,19585.85171777234
s_008um_00581_00633-1,2790.666355625044,17299.634336008276
s_008um_00503_00680-1,1384.5366340317898,15043.94874396515
s_008um_00408_00591-1,3940.5127260698264,12231.752245189378
s_008um_00565_00629-1,2900.3776763214555,16830.909020089333
s_008um_00153_00140-1,16997.289903039054,4586.149721786204
s_008um_00574_00507-1,6465.462470665651,17039.74522795694
s_008um_00127_00127-1,17365.64389054634,3821.11670891622
s_008um_00398_00686-1,1163.168313969531,11982.035602705455
s_008um_00793_00462-1,7875.13152794355,23411.549011357463
s_008um_00550_00392-1,9812.165359905874,16288.464456413769
s_008um_00525_00286-1,12896.09244123975,15511.870549072153
s_008um_00467_00267-1,13425.533414362812,13810.33633714521
s_008um_00439_00325-1,11719.76075524906,13018.65850195487
s_008um_00325_00518-1,6035.044192944236,9776.55257307135
s_008um_00114_00384-1,9854.806073482006,3556.751861570648
s_008um_00307_00379-1,10085.31311517871,9189.202022665024
s_008um_00639_00243-1,14201.431657719526,18820.612307641528
s_008um_00658_00528-1,5889.33040751943,19500.622655324496
s_008um_00488_00278-1,13113.515208987845,14428.244004484264
s_008um_00270_00242-1,14069.511352784919,8047.924235898014
s_008um_00166_00130-1,17295.018024343997,4961.271092218056
s_008um_00427_00104-1,18168.05710794588,12570.306877649416
s_008um_00449_00354-1,10877.404752627759,13323.432691571528
s_008um_00692_00178-1,16122.53187378759,20339.074302764933
s_008um_00155_00429-1,8558.848854239764,4773.958507916441
s_008um_00229_00401-1,9408.8050781688,6921.873413221103
s_008um_00563_00567-1,4709.19939179501,16745.172820642325
s_008um_00706_00446-1,8304.05617834714,20865.469387658402
s_008um_00565_00649-1,2316.6282206264805,16839.73569620574
s_008um_00589_00632-1,2823.373565010704,17532.67165421194
s_008um_00390_00466-1,7581.640850499147,11650.84711496589
s_008um_00173_00344-1,11048.612773432895,5261.440883419285
s_008um_00667_00255-1,13863.274945988356,19643.19938842811
s_008um_00477_00508-1,6393.696962002171,14208.974533217448
s_008um_00352_00586-1,4061.845886000357,10594.942298545473
s_008um_00580_00495-1,6818.39421739008,17209.572365062926
s_008um_00297_00304-1,12270.845939303097,8863.846887733464
s_008um_00561_00376-1,10284.106350423765,16602.47925525667
s_008um_00638_00339-1,11398.042982939533,18833.6984910056
s_008um_00118_00242-1,14003.132006029959,3609.8757650430634
s_008um_00328_00241-1,14124.040295225797,9740.837304376753
s_008um_00708_00213-1,15107.518117245701,20821.48702580673
s_008um_00204_00613-1,3208.6003164385183,6286.750585302044
s_008um_00230_00638-1,2490.268429036662,7056.893846389153
s_008um_00379_00663-1,1826.123138429313,11417.258304579695
s_008um_00482_00511-1,6308.3152024037,14356.245352033184
s_008um_00142_00470-1,7356.078882462664,4412.779451099708
s_008um_00287_00359-1,10660.517320155739,8596.412320803332
s_008um_00468_00452-1,8024.562373859001,13921.474320197036
s_008um_00040_00144-1,16831.210082709807,1288.2379871478242
s_008um_00593_00385-1,10035.358860766788,17540.492141391365
s_008um_00366_00507-1,6374.168238355805,10968.485659023076
s_008um_00652_00560-1,4952.628612585994,19339.59313387253
s_008um_00381_00593-1,3870.261005204594,11444.543140221338
s_008um_00334_00117-1,17747.886764633753,9860.818307210904
s_008um_00578_00676-1,1534.3101701975302,17231.048170968716
s_008um_00693_00524-1,6021.456047607719,20520.332812980978
s_008um_00778_00466-1,7751.791051054272,22975.54365558779
s_008um_00682_00204-1,15358.969603518799,20058.608158566247
s_008um_00559_00573-1,4532.304042746211,16631.07668129827
s_008um_00305_00328-1,11573.555039215562,9108.096865486761
s_008um_00473_00290-1,12756.572491944726,13995.677809845822
s_008um_00734_00375-1,10389.029387101325,21651.498528468648
s_008um_00478_00273-1,13255.142141373544,14134.109557144502
s_008um_00355_00572-1,4471.84019582013,10676.286978324792
s_008um_00528_00149-1,16897.88542264517,15538.877005854767
s_008um_00565_00469-1,7570.8107522180835,16760.28899692341
s_008um_00657_00216-1,14997.666683207466,19334.14295501954
s_008um_00618_00220-1,14863.849210457382,18197.486153108934
s_008um_00460_00136-1,17247.89428346106,13547.936661231819
s_008um_00350_00134-1,17258.37243365628,10335.532826339479
s_008um_00243_00473-1,7312.798535257222,7362.734541979077
s_008um_00239_00377-1,10113.93471020487,7203.104157435985
s_008um_00124_00257-1,13567.705785006337,3791.793729555067
s_008um_00696_00593-1,4008.7464799186314,20638.202487818235
s_008um_00695_00506-1,6547.7562261770745,20570.79268955486
s_008um_00649_00358-1,10848.138697277009,19163.132738448225
s_008um_00640_00591-1,4042.5052798084457,19003.021846272353
s_008um_00310_00494-1,6729.107430198948,9327.996206317013
s_008um_00158_00250-1,13786.977499272263,4781.404881409081
s_008um_00429_00399-1,9554.8048052814,12759.559121166856
s_008um_00145_00386-1,9809.984792846573,4462.743794193952
s_008um_00411_00194-1,15532.75782794851,12143.126424145652
s_008um_00067_00183-1,15703.93714646133,2094.201495969191
s_008um_00519_00700-1,807.8565209283241,15519.755012903817
s_008um_00705_00341-1,11368.95909170241,20790.15721012069
s_008um_00130_00279-1,12927.872104798727,3976.845376129398
s_008um_00640_00457-1,7954.008265814479,18944.030010661474
s_008um_00124_00324-1,11611.181261632277,3821.8267527210064
s_008um_00272_00478-1,7179.545400493012,8211.561724645479
s_008um_00634_00207-1,15250.429146176193,18658.80625370018
s_008um_00194_00156-1,16547.869652731948,5790.489838889379
s_008um_00155_00272-1,13143.21240036024,4703.661634013879
s_008um_00482_00539-1,5490.9490009460105,14368.639773311235
s_008um_00756_00469-1,7654.571311027897,22334.808266389435
s_008um_00094_00340-1,11130.844528544985,2953.067892769726
s_008um_00111_00429-1,8539.562218095934,3489.3389763130863
s_008um_00396_00481-1,7146.363018945602,11832.65152794795
s_008um_00566_00560-1,4914.845912250276,16829.641825929484
s_008um_00660_00208-1,15232.572793494524,19418.191992529206
s_008um_00460_00205-1,15232.914007411991,13578.51459763422
s_008um_00184_00459-1,7695.659930144903,5634.038734376799
s_008um_00397_00345-1,11117.428460549727,11801.45631783467
s_008um_00391_00101-1,18239.99634049491,11517.918036819206
s_008um_00487_00472-1,7449.022296220424,14484.926232122449
s_008um_00037_00231-1,14289.003051124457,1239.7505322085763
s_008um_00582_00214-1,15023.339361195896,17143.967983735565
s_008um_00217_00500-1,6513.1249886588785,6615.7651900074125
s_008um_00273_00579-1,4231.456528172083,8285.786181914953
s_008um_00432_00286-1,12855.450521444462,12797.015985221002
s_008um_00233_00366-1,10432.490601061369,7023.022908806989
s_008um_00664_00392-1,9862.084639533547,19615.90667570434
s_008um_00157_00158-1,16473.327483237168,4711.010137843463
s_008um_00625_00568-1,4707.252936043498,18555.12282683127
s_008um_00242_00586-1,4013.485436127768,7383.976976262228
s_008um_00611_00195-1,15590.79906220323,17982.131326776598
s_008um_00444_00345-1,11137.992522201863,13173.485262089644
s_008um_00682_00572-1,4615.543959427559,20220.401708110745
s_008um_00555_00475-1,7391.269323654921,16471.06097791102
s_008um_00438_00540-1,5442.432937085311,13084.79199271944
s_008um_00744_00477-1,7415.781351662889,21988.105002383403
s_008um_00410_00211-1,15035.886392815471,12121.478300779381
s_008um_00335_00395-1,9630.4192419461,10013.735200869067
s_008um_00659_00331-1,11640.796024679947,19443.129766028702
s_008um_00037_00272-1,13091.647518735483,1258.1843943563645
s_008um_00623_00383-1,10106.88313880109,18415.256393777738
s_008um_00653_00569-1,4690.367127272082,19372.738024689334
s_008um_00289_00497-1,6632.309000179095,8716.301941368236
s_008um_00643_00429-1,8772.7207430557,19019.2630589507
s_008um_00226_00117-1,17700.841226054818,6707.425268597376
s_008um_00552_00253-1,13871.452052763656,16285.449313240155
s_008um_00744_00441-1,8466.671767187207,21972.31273567249
s_008um_00756_00508-1,6516.145672489036,22351.908861039377
s_008um_00407_00312-1,12085.346640494672,12078.732006687247
s_008um_00263_00311-1,12051.579533890637,7874.332326441749
s_008um_00287_00492-1,6777.402521777916,8655.689405809517
s_008um_00697_00201-1,15453.11212166899,20495.132316461008
s_008um_00331_00171-1,16169.53539886935,9797.264852298764
s_008um_00126_00149-1,16722.665647369613,3801.778545552702
s_008um_00526_00139-1,17189.04228622859,15476.068961000426
s_008um_00692_00556-1,5086.956653467641,20505.210132833326
s_008um_00173_00505-1,6347.837217259082,5333.47878046962
s_008um_00292_00496-1,6662.819780019775,8803.432576680341
s_008um_00312_00541-1,5357.898092093673,9407.307246238914
s_008um_00453_00377-1,10207.630002041486,13450.391449053324
s_008um_00485_00407-1,9345.769508915073,14397.775893072248
s_008um_00246_00593-1,3810.9020044355443,7503.866810004959
s_008um_00578_00224-1,14729.592686034446,17031.6160812555
s_008um_00504_00499-1,6668.276766233408,14993.079557703713
s_008um_00138_00263-1,13398.605723085408,4203.262044614871
s_008um_00521_00567-1,4690.744097240215,15519.337443330522
s_008um_00177_00328-1,11517.563436984425,5371.067996483922
s_008um_00452_00597-1,3784.7183699915863,13518.690127011612
s_008um_00315_00610-1,3344.9986834752854,9525.59858591603
s_008um_00253_00639-1,2471.200618923071,7728.727843885229
s_008um_00258_00240-1,14122.675518666438,7696.674391109495
s_008um_00351_00450-1,8031.652926477455,10505.277738458375
s_008um_00309_00129-1,17386.532579154715,9136.230500186372
s_008um_00419_00108-1,18047.753744132533,12338.516102799109
s_008um_00736_00458-1,7966.905683986985,21746.292437198328
s_008um_00646_00250-1,14000.096925010375,19028.0224365781
s_008um_00573_00439-1,8450.109962491917,16980.5507599142
s_008um_00500_00689-1,1120.5355998236014,14960.372899626162
s_008um_00590_00518-1,6151.382523620676,17511.584633822837
s_008um_00408_00350-1,10976.252975607815,12124.792343096935
s_008um_00363_00615-1,3220.1607230193636,10928.91602190336
s_008um_00600_00516-1,6214.154039194636,17802.566637435797
s_008um_00391_00332-1,11494.37852509433,11620.527075571707
s_008um_00657_00202-1,15406.463126598754,19327.98125526726
s_008um_00633_00417-1,9118.660150090784,18722.10861515034
s_008um_00698_00376-1,10344.077378497957,20601.226664947186
s_008um_00140_00282-1,12844.636435457604,4270.171045365717
s_008um_00303_00615-1,3193.7678973585253,9177.545219933758
s_008um_00464_00189-1,15701.887637547648,13688.19930897673
s_008um_00047_00165-1,16220.921607414894,1502.0904095119568
s_008um_00415_00167-1,16322.97556692607,12247.920853402842
s_008um_00129_00298-1,12372.599413390368,3956.1625045427963
s_008um_00055_00310-1,11989.820957750046,1800.8554297739342
s_008um_00536_00490-1,6945.048412150532,15923.118545344152
s_008um_00684_00117-1,17900.328022668113,20078.730917062567
s_008um_00091_00133-1,17174.715184316603,2772.5753963665893
s_008um_00122_00196-1,15348.265182832856,3706.0491135265233
s_008um_00175_00280-1,12918.336964757234,5291.196263500118
s_008um_00044_00197-1,15285.025307733933,1428.870954742889
s_008um_00102_00256-1,13587.298016220802,3148.969561188138
s_008um_00210_00315-1,11911.601470342379,6328.738482631681
s_008um_00271_00518-1,6011.335225431426,8200.205183757887
s_008um_00206_00362-1,10537.466557564185,6232.961000738554
s_008um_00275_00342-1,11151.643518170931,8238.499561567687
s_008um_00385_00356-1,10791.002306432543,11456.031274653566
s_008um_00183_00602-1,3520.471292625348,5668.799180240297
s_008um_00301_00144-1,16944.971713057716,8909.335015288545
s_008um_00463_00635-1,2680.3711232191717,13856.584083013584
s_008um_00177_00307-1,12130.775646220181,5361.671990323746
s_008um_00666_00570-1,4666.890582967099,19752.57569876859
s_008um_00592_00219-1,14881.702585047236,17438.0852617243
s_008um_00263_00527-1,5745.080222384149,7970.681991949009
s_008um_00254_00183-1,15785.507837699843,7554.448939143636
s_008um_00604_00369-1,10507.296544051138,17854.51025430261
s_008um_00063_00355-1,10679.269757373839,2054.66031899866
s_008um_00287_00207-1,15099.021117447188,8528.657031414976
s_008um_00292_00192-1,15539.2506856167,8667.953902062853
s_008um_00131_00258-1,13541.560954565406,3996.6323214034387
s_008um_00421_00228-1,14544.261776418245,12450.158496461307
s_008um_00189_00499-1,6530.030027918374,5797.897987637861
s_008um_00434_00239-1,14228.726450379574,12834.556377066174
s_008um_00661_00231-1,14561.423058699173,19457.503228419882
s_008um_00038_00334-1,11281.54693404049,1315.2575393949385
s_008um_00569_00292-1,12740.131645324333,16798.91320974502
s_008um_00326_00278-1,13042.727701940597,9698.917946392035
s_008um_00182_00503-1,6410.177733356417,5595.329772053495
s_008um_00621_00398-1,9668.08942103516,18363.48931680478
s_008um_00134_00302-1,12257.979504038365,4103.944556996703
s_008um_00279_00498-1,6598.7259881911705,8424.825847342136
s_008um_00429_00335-1,11423.40686444947,12731.17237078538
s_008um_00118_00379-1,10002.553592807813,3671.297898835761
s_008um_00431_00280-1,13030.210156250672,12765.16186349435
s_008um_00059_00464-1,7494.849581077976,1986.829365521329
s_008um_00679_00337-1,11474.368415899144,20029.52670722478
s_008um_00770_00499-1,6784.997931092229,22756.534356186577
s_008um_00351_00197-1,15418.974848579299,10392.75380542837
s_008um_00510_00368-1,10495.348562157653,15110.271359356575
s_008um_00655_00252-1,13945.629841575661,19291.608175185287
s_008um_00322_00543-1,5303.905549597968,9700.106751085448
s_008um_00447_00261-1,13591.995670243137,13223.82333524702
s_008um_00777_00462-1,7868.1164291479445,22944.607046481808
s_008um_00201_00417-1,8929.3776245565,6111.569109937683
s_008um_00110_00168-1,16160.776991150802,3343.093312172224
s_008um_00502_00539-1,5499.732683399101,14952.39715122331
s_008um_00598_00191-1,15701.931514372405,17600.88220995698
s_008um_00169_00553-1,4944.758634285975,5238.1802773738855
s_008um_00246_00353-1,10817.764745442551,7396.755105233805
s_008um_00493_00272-1,13290.89481106153,14571.547853008846
s_008um_00517_00158-1,16630.26767218842,15221.731264036265
s_008um_00355_00414-1,9084.447228124205,10606.037197736108
s_008um_00256_00600-1,3610.959175017044,7798.9024202240835
s_008um_00697_00558-1,5030.77538065918,20652.008988263886
s_008um_00216_00376-1,10133.062385366808,6531.171768687107
s_008um_00730_00571-1,4665.8237996368525,21620.7748628277
s_008um_00665_00295-1,12694.494709657705,19602.419838957638
s_008um_00664_00204-1,15351.117059998582,19533.191680172782
s_008um_00674_00529-1,5867.16520755619,19968.021789283557
s_008um_00055_00362-1,10471.365336781537,1824.2185531488155
s_008um_00023_00278-1,12910.310209331357,852.0814851763965
s_008um_00200_00258-1,13571.703712484263,6011.2905785535895
s_008um_00076_00459-1,7648.29202532311,2480.9256465051362
s_008um_00670_00105-1,18244.662345481906,19664.77637475739
s_008um_00287_00274-1,13142.488810668414,8558.524171040803
s_008um_00052_00203-1,15113.284785191294,1665.1750243720533
s_008um_00349_00615-1,3214.002482762554,10520.268523682234
s_008um_00429_00683-1,1264.384662631876,12885.502516119415
s_008um_00421_00490-1,6894.590320919404,12566.39984852984
s_008um_00209_00138-1,17080.107908473994,6220.42662300931
s_008um_00218_00450-1,7973.335988210217,6622.622155143961
s_008um_00445_00666-1,1767.6179247158486,13344.95501220602
s_008um_00416_00302-1,12381.270329579362,12337.029237697567
s_008um_00318_00456-1,7842.012252449984,9544.61245156997
s_008um_00274_00662-1,1809.0814070669712,8351.978793326842
s_008um_00679_00128-1,17576.92647544354,19937.614042420206
s_008um_00354_00321-1,11799.380087818317,10535.488602299469
s_008um_00427_00488-1,6955.609438186365,12740.651740669235
s_008um_00627_00461-1,7831.538905424379,18566.365744661656
s_008um_00211_00616-1,3124.105803671002,6492.4332235694765
s_008um_00311_00369-1,10379.04164043774,9301.52275672562
s_008um_00530_00587-1,4110.905697655457,15790.857046246965
s_008um_00377_00179-1,15955.968285735617,11143.833876623296
s_008um_00289_00607-1,3421.135018804337,8765.318275521162
s_008um_00516_00530-1,5768.600817387562,15357.043918120507
s_008um_00154_00390-1,9697.131868940865,4727.30118322795
s_008um_00415_00331-1,11534.074854112587,12320.706030364754
s_008um_00563_00208-1,15190.251392459324,16586.681504701653
s_008um_00476_00133-1,17342.476525833332,14013.719380962484
s_008um_00148_00300-1,12322.503487069296,4511.816653164416
s_008um_00066_00392-1,9600.189002607847,2158.8719217111156
s_008um_00408_00527-1,5808.752977438942,12203.35057211955
s_008um_00524_00145-1,17012.95325573474,15420.335272719763
s_008um_00329_00598-1,3701.443247550505,9928.915975366506
s_008um_00441_00658-1,1999.359492914176,13224.662074039776
s_008um_00357_00281-1,12968.673437270192,10605.282384673319
s_008um_00171_00589-1,3894.6919710607062,5312.673465048065
s_008um_00467_00431-1,8637.204571566468,13882.983234303014
s_008um_00735_00546-1,5397.732160291031,21755.721352198936
s_008um_00071_00467-1,7412.522418065247,2338.5350849263295
s_008um_00168_00256-1,13616.129614985524,5076.071588930914
s_008um_00073_00168-1,16144.641442333572,2262.669852757888
s_008um_00065_00134-1,17134.177297270224,2013.7879819003965
s_008um_00273_00599-1,3647.6264431688305,8294.702803648328
s_008um_00272_00156-1,16581.874157547758,8067.95852857358
s_008um_00551_00666-1,1814.2871056468528,16438.651624484344
s_008um_00640_00623-1,3108.495695664713,19017.108232002825
s_008um_00115_00549-1,5037.807234513105,3659.9199164755564
s_008um_00539_00449-1,8143.271337028512,15992.567780973382
s_008um_00213_00231-1,14365.849883469615,6378.787857752138
s_008um_00365_00701-1,710.8194558225573,11025.511432018278
s_008um_00086_00218-1,14690.053230145913,2664.724968960752
s_008um_00628_00109-1,18109.5629013499,18440.485506638517
s_008um_00503_00389-1,9879.170269408289,14915.230203026265
s_008um_00402_00647-1,2303.263762222624,12081.4756511939
s_008um_00746_00431-1,8759.46913393939,22026.29599839086
s_008um_00415_00218-1,14833.65666123822,12270.556599392137
s_008um_00669_00137-1,17309.7527881991,19649.664281428268
s_008um_00024_00272-1,13085.966416666188,878.5828659679086
s_008um_00565_00495-1,6811.812456224347,16771.765550890665
s_008um_00561_00429-1,8736.787669285763,16625.878953440435
s_008um_00060_00154-1,16547.860966825116,1876.7657201694497
s_008um_00566_00320-1,11921.288249664452,16723.7034508895
s_008um_00359_00582-1,4181.686924486413,10797.491158426663
s_008um_00357_00227-1,14545.52536015865,10581.26864806655
s_008um_00375_00574-1,4422.2480082962775,11260.96766786874
s_008um_00769_00420-1,9090.6616034428,22692.725797180552
s_008um_00305_00588-1,3982.8005994049668,9223.901229624656
s_008um_00615_00532-1,5753.689797530454,18247.409280440083
s_008um_00436_00271-1,13295.19165671141,12907.13492086397
s_008um_00203_00188-1,15617.240350323416,6067.587311279844
s_008um_00518_00360-1,10732.420071047205,15340.254720678768
s_008um_00661_00220-1,14882.61436907371,19452.66265032027
s_008um_00459_00283-1,12954.847492702778,13583.885949714779
s_008um_00167_00619-1,3017.174347445428,5209.325688660079
s_008um_00339_00412-1,9135.82944849604,10138.069852264867
s_008um_00536_00176-1,16112.912514597676,15784.356042653468
s_008um_00511_00369-1,10466.590113893972,15139.903807326435
s_008um_00531_00631-1,2827.0435150609474,15839.485712460644
s_008um_00325_00514-1,6151.817291757622,9774.772301114
s_008um_00531_00157-1,16665.572607222803,15629.99318116965
s_008um_00053_00251-1,13711.909967459704,1715.9456906655446
s_008um_00208_00206-1,15093.749945281814,6221.625045041807
s_008um_00322_00407-1,9274.363856139918,9639.568668151705
s_008um_00366_00179-1,15951.171001651433,10822.683203542641
s_008um_00049_00367-1,10322.737398535932,1651.2752562380704
s_008um_00576_00209-1,15166.723018369032,16966.613302953338
s_008um_00429_00687-1,1147.6356801843913,12887.27610092618
s_008um_00104_00400-1,9383.243429828546,3271.95794970202
s_008um_00251_00271-1,13214.362115444623,7506.133869331579
s_008um_00177_00513-1,6116.035029910142,5453.833462374574
s_008um_00433_00666-1,1762.3344325537296,12994.71270075193
s_008um_00020_00270-1,13142.625070365122,760.8820786824385
s_008um_00358_00512-1,6224.6907513066335,10737.1832368063
s_008um_00371_00559-1,4858.360107523078,11137.544833131846
s_008um_00505_00539-1,5501.050226596241,15039.960148423583
s_008um_00447_00300-1,12453.219808392927,13241.11230880433
s_008um_00355_00258-1,13639.411113887576,10536.665319463531
s_008um_00208_00318-1,11823.125773971655,6271.686738950433
s_008um_00611_00560-1,4934.616175160646,18143.004735656432
s_008um_00663_00281-1,13102.382740508556,19537.88279519961
s_008um_00613_00372-1,10423.65010389871,18118.52815921453
s_008um_00314_00540-1,5387.969214902863,9465.244022570221
s_008um_00226_00426-1,8677.559836968512,6845.455265458206
s_008um_00291_00616-1,3159.2986729614872,8827.70897002463
s_008um_00562_00506-1,6489.387331766503,16689.0595883487
s_008um_00173_00152-1,16655.53666475405,5175.51655003528
s_008um_00601_00154-1,16783.68948480787,17672.139251017234
s_008um_00525_00465-1,7670.040216221084,15591.000688234826
s_008um_00691_00551-1,5232.4623050042865,20473.82883450488
s_008um_00415_00472-1,7417.441772128755,12383.27359760576
s_008um_00651_00209-1,15199.446357333869,19155.921735626296
s_008um_00196_00523-1,5832.433576754259,6012.983544651117
s_008um_00281_00239-1,14161.920963458742,8367.745339051462
s_008um_00565_00513-1,6286.364128483892,16779.710675566366
s_008um_00056_00216-1,14735.3666267168,1787.8194161356028
s_008um_00705_00545-1,5413.745756051114,20879.77009544934
s_008um_00459_00354-1,10881.780771001884,13615.346444447441
s_008um_00407_00341-1,11238.595145595797,12091.605073973415
s_008um_00793_00499-1,6795.089480012612,23427.7518169173
s_008um_00650_00392-1,9855.954387216307,19207.285787594126
s_008um_00097_00118-1,17615.4365612156,2941.0509786123625
s_008um_00530_00330-1,11613.572877172304,15677.275121359366
s_008um_00693_00488-1,7072.310861469724,20504.51319336826
s_008um_00529_00598-1,3789.3849654233513,15766.531548998755
s_008um_00453_00145-1,16982.011951230565,13347.56346996492
s_008um_00720_00578-1,4457.113135726918,21332.015156620015
s_008um_00350_00124-1,17550.420651196906,10331.08418617925
s_008um_00195_00301-1,12313.851492891223,5884.532013100757
s_008um_00454_00630-1,2822.354077539708,13591.685988035228
s_008um_00134_00299-1,12345.583909369705,4102.600268754608
s_008um_00240_00355-1,10756.740991720437,7222.477280759241
s_008um_00340_00560-1,4815.547115094997,10233.10045693035
s_008um_00755_00559-1,5027.065651082255,22345.08722188877
s_008um_00237_00242-1,14055.100566356474,7084.435262306927
s_008um_00598_00668-1,1776.6064094681403,17811.2031502496
s_008um_00531_00512-1,6300.631589879794,15786.901311791344
s_008um_00085_00100-1,18135.94740695354,2582.553198011016
s_008um_00292_00266-1,13378.28187289412,8700.936211478765
s_008um_00628_00588-1,4124.795457040779,18651.485906158243
